age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,income,native_country
23,4,10,2,6,0,4,1,0,0,40,0,United-States
26,4,9,4,3,1,2,1,0,0,40,0,United-States
21,0,10,2,0,0,4,1,0,0,40,0,United-States
34,2,14,0,10,1,4,0,0,0,50,0,United-States
43,4,7,2,3,0,4,1,0,0,40,0,United-States
22,4,10,4,8,2,2,1,0,0,20,0,United-States
41,4,10,2,3,0,0,1,7298,0,50,1,United-States
36,4,9,2,1,0,1,1,0,0,40,0,Vietnam
41,2,13,2,10,5,4,0,0,1740,20,0,United-States
27,4,9,4,1,1,4,1,4416,0,40,0,United-States
42,6,10,2,5,0,4,1,0,0,60,0,United-States
27,4,11,4,1,3,4,0,0,0,35,0,United-States
41,4,9,0,11,3,4,1,0,0,40,0,United-States
32,4,13,2,4,2,1,0,0,0,40,1,China
21,4,10,4,1,3,1,1,0,0,20,0,United-States
44,4,13,2,4,0,2,1,0,0,50,1,United-States
29,4,13,4,4,3,4,1,0,0,40,0,United-States
19,6,10,4,8,3,4,0,0,0,22,0,United-States
21,2,10,4,1,3,4,1,0,0,40,0,Guatemala
46,4,9,2,14,0,4,1,0,0,40,0,United-States
38,4,13,2,4,0,4,1,0,0,55,1,United-States
43,4,10,4,1,4,4,1,0,0,48,1,United-States
54,5,9,2,12,0,4,1,0,0,50,1,United-States
38,4,14,2,4,0,4,1,0,1977,60,1,United-States
18,0,10,4,0,3,4,1,0,0,40,0,United-States
50,4,9,2,1,5,4,0,0,0,40,1,United-States
30,4,11,2,10,5,4,0,0,0,36,1,United-States
30,4,5,2,3,0,4,1,0,0,40,0,United-States
28,2,9,4,4,4,0,0,0,0,35,0,United-States
26,4,11,4,1,1,4,0,0,0,45,0,United-States
37,1,10,2,3,0,4,1,0,0,43,0,United-States
32,4,9,2,7,0,4,1,5178,0,50,1,United-States
64,7,14,2,10,5,4,0,0,0,5,1,United-States
18,4,9,4,12,3,4,0,0,0,28,0,United-States
30,4,10,2,1,0,4,1,0,0,30,0,United-States
36,0,11,2,0,5,4,0,3908,0,8,0,United-States
18,4,7,4,8,2,2,1,0,0,30,0,United-States
27,4,9,2,3,0,4,1,0,0,40,0,United-States
49,4,5,2,8,0,4,1,0,0,40,0,United-States
46,7,9,2,8,0,4,1,0,0,43,1,United-States
37,4,9,2,1,0,4,1,0,0,40,0,United-States
30,4,10,0,14,1,4,1,0,0,40,0,United-States
29,4,9,0,10,1,3,0,0,0,30,0,Germany
22,0,9,4,0,3,4,1,0,0,40,0,Mexico
25,6,9,2,5,0,4,1,0,0,30,0,United-States
38,4,9,5,9,4,2,0,0,0,30,0,United-States
32,0,13,0,0,4,4,0,0,0,40,0,United-States
35,4,10,2,3,0,4,1,0,0,50,0,United-States
56,4,14,2,1,0,4,1,0,0,80,1,United-States
29,4,10,0,4,1,4,0,0,0,40,0,United-States
41,4,9,2,13,0,4,1,0,0,40,0,United-States
47,4,9,2,7,0,4,1,0,0,40,0,United-States
23,4,13,4,1,1,1,0,0,0,40,0,United-States
46,6,13,2,12,0,4,1,0,0,45,1,United-States
28,2,9,4,11,2,2,1,0,1876,40,0,United-States
39,4,13,0,1,4,4,0,0,0,20,0,United-States
42,6,10,2,5,5,4,0,0,0,50,0,United-States
39,4,9,2,14,0,4,1,7298,0,48,1,United-States
68,0,4,2,0,0,4,1,0,0,30,0,United-States
37,5,13,2,3,0,4,1,15024,0,55,1,United-States
57,4,15,4,10,1,4,0,0,0,40,0,United-States
22,4,10,4,8,1,2,0,0,0,30,0,United-States
24,4,11,4,1,1,4,1,0,0,30,1,United-States
19,4,10,4,6,3,4,1,0,0,50,0,United-States
55,4,12,0,12,4,2,0,0,0,30,0,United-States
37,2,9,2,11,0,4,1,0,0,40,0,United-States
37,2,10,4,1,4,2,0,0,0,40,0,United-States
28,4,13,2,8,0,4,1,0,0,50,0,United-States
27,4,9,4,8,1,4,0,0,0,40,0,United-States
40,7,13,4,10,4,4,0,0,0,20,0,United-States
51,4,9,0,9,3,4,0,0,0,40,0,United-States
52,4,11,2,14,0,4,1,0,0,56,0,United-States
74,0,10,6,0,1,4,0,0,0,3,0,United-States
49,5,10,2,4,0,4,1,15024,0,50,1,United-States
20,0,10,4,0,3,4,0,0,0,40,0,United-States
40,1,10,0,1,1,4,0,0,0,50,0,United-States
80,4,10,4,10,1,4,1,0,1816,60,0,United-States
63,4,10,2,11,0,4,1,0,0,40,0,United-States
63,4,9,0,14,4,4,1,0,0,45,1,United-States
51,4,10,0,1,4,4,0,0,0,40,0,United-States
23,4,9,4,1,1,4,0,0,0,40,0,United-States
66,6,9,6,3,1,4,1,0,0,20,0,United-States
33,6,9,2,12,0,4,1,0,0,66,0,United-States
49,4,9,2,3,0,4,1,0,0,43,0,United-States
20,4,10,4,14,1,4,1,0,0,32,0,United-States
33,5,12,2,4,0,4,1,0,1887,60,1,United-States
26,4,10,1,11,0,4,1,0,0,40,0,United-States
52,4,9,2,4,0,4,1,0,0,50,1,United-States
33,4,13,2,4,0,4,1,0,0,50,1,United-States
47,4,13,0,12,1,4,1,0,0,45,0,United-States
23,4,9,4,4,3,2,1,0,0,75,0,United-States
53,1,12,2,1,0,4,1,0,0,40,0,United-States
19,4,10,4,8,3,4,1,0,0,20,0,United-States
26,1,10,4,3,1,4,1,3325,0,40,0,United-States
53,4,4,2,14,0,4,1,0,0,60,1,United-States
65,4,9,4,7,1,4,1,0,0,10,0,United-States
68,4,13,2,14,0,4,1,0,0,30,0,United-States
30,4,6,4,12,2,4,1,0,0,18,0,Guatemala
28,4,7,2,3,0,4,1,0,0,45,0,United-States
54,2,6,2,11,0,4,1,0,0,45,0,United-States
30,4,9,4,8,3,4,1,0,0,10,0,United-States
22,4,10,4,1,3,4,1,0,0,50,0,United-States
25,4,9,4,8,3,4,1,0,0,30,0,United-States
19,4,7,4,8,2,4,1,0,0,20,0,United-States
19,0,10,4,0,3,4,0,0,0,35,0,United-States
32,1,15,2,10,0,4,1,0,0,40,1,United-States
23,4,13,4,4,3,4,0,0,0,40,0,United-States
51,2,13,2,10,0,4,1,0,0,45,0,United-States
25,4,10,2,12,0,4,1,0,0,44,1,United-States
46,2,13,4,10,1,2,0,0,0,40,0,United-States
38,4,10,0,13,4,4,0,0,0,50,0,United-States
26,7,9,2,11,0,1,1,0,0,40,1,United-States
46,4,9,0,10,1,4,0,0,0,40,0,United-States
25,4,13,4,10,1,4,0,0,0,40,0,United-States
20,4,10,4,8,3,4,0,594,0,16,0,United-States
29,2,14,2,10,2,4,1,0,0,35,0,United-States
51,5,14,2,4,0,4,1,0,0,50,1,United-States
40,4,10,2,3,0,4,1,0,0,52,0,United-States
24,4,10,4,1,1,4,0,0,0,40,0,United-States
24,6,13,4,5,4,4,1,0,0,50,0,United-States
31,4,11,2,8,5,0,0,0,0,24,0,Mexico
54,0,9,0,0,1,4,0,0,0,30,0,United-States
34,4,12,5,3,1,4,1,0,0,60,0,United-States
19,4,10,4,5,3,4,1,0,0,66,0,United-States
21,4,9,4,14,3,2,1,0,0,40,0,United-States
21,4,6,2,5,0,4,1,0,0,70,0,United-States
23,4,10,2,14,0,4,1,0,0,24,0,United-States
37,1,10,4,3,1,4,1,0,0,40,0,United-States
40,4,14,2,4,0,4,1,0,0,46,1,United-States
57,4,9,2,8,0,4,1,0,0,30,0,United-States
48,4,13,2,10,0,4,1,0,1485,40,1,United-States
24,4,7,2,14,0,1,1,0,0,40,0,Vietnam
43,4,10,2,10,0,4,1,0,0,40,0,United-States
32,0,13,4,0,1,4,0,0,0,20,0,?
40,4,9,4,8,1,4,0,0,0,40,0,United-States
52,5,15,2,10,0,4,1,99999,0,35,1,United-States
49,4,9,0,4,1,4,1,0,0,40,0,United-States
45,6,10,2,4,0,0,1,3137,0,40,0,United-States
62,2,9,4,3,1,4,1,0,0,40,0,United-States
29,4,11,2,1,0,4,1,0,0,40,0,United-States
49,4,9,5,7,4,4,0,0,0,40,0,United-States
55,1,10,0,1,4,2,0,0,0,40,0,United-States
20,0,10,4,0,3,0,1,0,0,72,0,United-States
37,5,13,4,4,3,4,1,0,0,40,0,United-States
43,7,13,2,1,0,4,1,0,0,40,1,United-States
29,4,10,0,1,1,4,0,0,0,40,0,United-States
44,4,9,2,12,5,4,0,0,0,40,1,United-States
28,4,10,5,13,4,4,1,0,0,40,1,United-States
38,4,10,4,4,1,4,0,0,0,45,0,United-States
45,4,11,2,12,0,4,1,0,1977,50,1,United-States
22,0,10,4,0,3,4,1,0,0,40,0,United-States
19,4,10,4,8,3,4,0,0,0,20,0,United-States
20,4,8,4,8,1,4,1,0,0,40,0,United-States
60,4,9,2,6,0,4,1,0,0,40,0,United-States
30,4,9,4,12,1,4,0,0,0,40,0,United-States
22,4,10,4,1,1,1,1,0,0,40,0,?
51,4,10,0,12,1,4,0,0,0,60,0,United-States
31,4,13,4,10,4,2,0,0,0,40,0,?
48,4,9,0,4,4,4,0,0,0,40,0,United-States
43,4,13,2,12,0,4,1,0,1887,40,1,United-States
51,2,9,0,14,4,2,1,0,0,40,0,United-States
41,4,11,2,13,0,4,1,0,1848,48,1,United-States
62,0,11,2,0,0,4,1,3411,0,40,0,United-States
50,7,9,2,3,0,2,1,0,0,40,1,United-States
46,4,9,2,12,5,4,0,0,0,40,1,United-States
54,4,10,2,14,0,4,1,15024,0,60,1,United-States
68,4,9,2,6,0,4,1,0,0,45,1,United-States
23,6,12,4,3,1,4,1,0,0,30,0,United-States
49,4,14,4,12,1,4,0,0,0,35,0,United-States
24,4,6,2,6,0,4,1,0,0,40,0,United-States
30,2,9,2,11,0,2,1,0,0,40,0,United-States
38,4,9,2,7,0,4,1,3137,0,45,0,United-States
34,4,9,4,12,1,4,0,0,0,35,0,United-States
22,4,10,4,4,3,4,1,0,0,40,0,United-States
30,4,4,5,6,1,4,1,0,0,40,0,United-States
61,4,4,2,14,0,4,1,0,0,31,0,United-States
36,4,9,0,4,4,4,1,0,0,40,0,United-States
51,5,11,2,4,0,4,1,0,0,40,0,United-States
43,4,3,2,7,5,1,0,0,0,40,1,Vietnam
54,1,10,2,11,0,4,1,0,0,48,1,United-States
63,4,9,6,10,1,4,0,0,0,25,0,United-States
51,4,10,2,4,0,4,1,0,0,40,1,United-States
63,6,6,2,7,0,4,1,0,0,40,0,United-States
51,2,14,2,10,0,4,1,0,0,60,1,United-States
27,4,9,0,12,3,4,0,0,0,35,0,United-States
35,4,12,2,13,0,4,1,0,0,40,1,United-States
31,0,13,2,0,5,4,0,0,0,25,1,United-States
46,6,9,5,3,4,4,1,0,0,40,0,United-States
53,4,11,2,3,0,2,1,0,0,40,1,United-States
26,1,10,0,1,3,4,1,0,0,24,0,United-States
43,4,9,4,7,3,4,1,0,0,40,0,United-States
39,4,9,2,12,0,4,1,15024,0,50,1,United-States
50,1,9,0,10,1,4,1,0,1590,40,0,United-States
54,1,9,2,1,0,4,1,0,0,40,1,United-States
62,0,10,2,0,5,4,0,0,0,45,1,United-States
57,7,10,0,10,4,4,0,0,0,40,0,United-States
19,0,10,4,0,3,2,1,0,0,24,0,United-States
29,2,9,4,8,3,4,1,0,0,20,0,United-States
20,4,9,4,3,2,2,1,0,0,40,0,United-States
53,4,13,2,4,0,4,1,0,1902,55,1,United-States
18,0,10,4,0,3,4,1,0,0,40,0,United-States
22,0,10,4,0,3,4,1,0,0,40,0,United-States
23,4,9,4,8,1,4,1,0,0,40,0,El-Salvador
69,4,7,2,1,0,4,1,0,0,20,0,United-States
56,4,4,2,6,0,4,1,0,2002,40,0,United-States
53,2,13,2,10,0,2,1,0,0,35,0,United-States
28,4,9,4,1,1,4,1,0,0,40,0,United-States
28,4,13,2,8,0,2,1,0,0,40,0,United-States
33,5,9,2,4,0,1,1,0,0,84,1,Taiwan
48,4,9,0,12,4,4,0,0,0,30,0,United-States
61,4,9,2,3,0,4,1,0,0,40,1,United-States
49,4,13,2,10,0,4,1,5013,0,45,0,United-States
48,4,10,2,4,0,4,1,0,0,40,0,United-States
32,4,4,2,3,0,4,1,0,0,40,0,United-States
51,4,9,2,3,0,4,1,0,0,40,1,United-States
27,0,13,4,0,1,4,1,0,0,40,0,United-States
19,4,10,4,8,3,4,1,0,0,14,0,United-States
47,4,9,2,10,0,4,1,0,0,50,0,United-States
25,4,13,4,14,3,4,1,0,0,60,0,United-States
72,4,10,2,11,0,2,1,0,0,40,0,United-States
29,4,7,0,3,1,4,1,0,0,40,0,United-States
22,4,9,4,1,3,4,0,0,0,40,0,United-States
57,4,9,2,8,0,2,1,0,0,48,0,England
50,4,12,2,1,0,4,1,0,0,60,0,Columbia
45,5,10,2,12,0,4,1,0,0,30,0,United-States
52,4,10,0,10,1,4,1,0,0,40,1,United-States
53,4,14,2,4,0,4,1,0,0,48,1,United-States
36,4,9,2,6,0,4,1,0,0,48,0,United-States
46,4,9,2,3,0,4,1,0,0,40,1,United-States
20,4,9,4,12,3,4,0,0,0,20,0,United-States
75,4,3,6,8,4,2,1,0,0,10,0,United-States
32,2,9,2,3,0,4,1,0,0,40,1,United-States
28,4,9,2,3,0,4,1,0,0,40,0,United-States
53,4,14,0,10,1,4,0,0,0,40,0,United-States
17,4,7,4,12,3,4,0,0,0,35,0,United-States
46,7,11,0,1,4,4,0,0,0,38,0,United-States
39,4,12,5,10,1,4,0,0,0,30,0,United-States
38,4,10,0,3,4,4,1,0,0,40,0,United-States
36,4,9,2,7,0,4,1,0,0,60,0,United-States
63,2,13,4,10,1,2,0,0,0,21,0,United-States
28,4,2,2,7,0,4,1,0,0,43,0,Mexico
28,0,13,4,0,3,4,1,0,0,45,0,United-States
49,4,9,4,1,4,4,0,0,0,35,0,United-States
43,4,10,2,7,0,4,1,0,0,40,0,Mexico
38,4,13,2,4,0,4,1,0,0,45,1,United-States
39,4,9,4,13,1,4,1,0,0,62,0,England
42,0,9,0,0,1,2,0,0,0,40,0,United-States
40,4,9,2,4,0,4,1,0,0,40,0,United-States
45,0,9,5,0,4,4,0,0,0,10,0,United-States
29,0,9,0,0,4,4,0,0,0,40,0,United-States
24,1,13,4,10,1,4,1,0,1741,45,0,United-States
30,4,10,2,13,0,4,1,0,0,50,1,United-States
44,4,10,2,14,0,2,1,0,0,40,0,United-States
40,4,9,2,12,0,4,1,0,0,24,0,United-States
30,4,9,4,7,2,4,0,0,0,35,0,Puerto-Rico
42,4,14,0,10,1,4,0,0,1876,40,0,United-States
52,6,11,0,10,1,4,0,0,0,35,0,United-States
42,4,10,2,3,0,2,1,0,0,40,1,United-States
39,4,10,2,3,0,4,1,0,0,52,1,United-States
43,4,10,0,10,4,4,1,0,0,45,0,United-States
62,6,9,2,3,0,4,1,10566,0,40,0,United-States
30,4,11,2,3,0,4,1,0,0,40,0,England
83,0,9,6,0,1,4,0,0,0,20,0,United-States
39,4,13,2,10,0,4,1,0,0,55,1,United-States
41,4,9,2,14,5,4,0,0,0,20,0,United-States
49,4,14,2,10,5,4,0,0,1977,40,1,United-States
25,4,7,2,3,0,4,1,0,0,40,0,United-States
48,4,7,2,14,0,4,1,0,2002,40,0,United-States
59,0,12,0,0,1,4,1,0,0,8,0,United-States
44,7,13,4,1,1,4,1,0,0,40,0,United-States
36,4,5,0,6,1,4,1,4650,0,56,0,United-States
40,4,9,4,6,3,4,1,0,0,40,0,Ireland
21,4,9,4,1,3,2,0,0,0,35,0,Jamaica
41,4,10,5,1,1,4,0,0,0,38,0,United-States
24,4,13,4,4,1,4,0,0,0,50,0,United-States
67,6,9,2,5,0,4,1,0,0,60,0,United-States
24,4,13,4,1,3,4,1,0,0,38,0,United-States
50,6,13,2,12,0,4,1,0,0,60,0,United-States
48,4,14,0,12,1,4,1,0,0,35,0,United-States
55,0,12,2,0,0,2,1,0,0,20,1,United-States
29,4,9,4,7,1,4,1,3325,0,40,0,Ecuador
50,4,13,0,10,4,4,0,0,0,36,0,Ireland
64,7,6,2,4,0,4,1,0,0,40,1,United-States
49,4,5,0,8,1,2,1,0,0,37,0,United-States
20,4,9,4,8,3,2,1,0,0,52,0,United-States
30,4,9,5,1,1,4,0,0,0,40,0,United-States
37,4,13,2,8,0,1,1,0,0,30,0,China
52,4,9,2,7,0,4,1,0,0,40,1,United-States
22,4,10,4,11,3,4,1,0,0,25,0,United-States
77,0,9,6,0,1,4,0,0,0,14,0,United-States
19,7,10,4,1,3,4,1,0,0,15,0,United-States
52,4,9,0,3,2,4,1,0,0,55,1,United-States
42,4,13,3,13,3,1,0,0,0,40,0,United-States
35,4,9,5,4,1,4,0,0,0,36,0,United-States
27,4,10,4,1,4,4,0,0,0,50,0,United-States
54,7,9,4,8,1,2,0,0,0,38,0,United-States
37,4,9,2,3,0,4,1,0,1628,40,0,United-States
37,4,6,2,14,0,4,1,0,0,35,0,United-States
28,4,4,2,3,0,4,1,0,0,30,0,United-States
63,4,13,2,12,0,4,1,0,0,40,0,United-States
19,4,9,4,7,3,4,1,0,0,42,0,United-States
28,4,13,4,12,3,4,0,0,0,40,0,United-States
23,0,10,4,0,1,4,1,0,0,40,0,United-States
44,4,15,4,10,1,4,0,0,0,40,1,United-States
31,4,10,2,3,0,4,1,0,0,40,1,United-States
35,4,13,4,12,1,1,1,0,0,50,1,?
64,4,9,0,9,1,4,0,0,0,50,0,United-States
40,4,9,2,6,0,4,1,0,0,40,1,United-States
59,2,12,0,10,1,4,0,0,0,50,0,United-States
22,4,10,4,1,3,4,0,0,0,40,0,United-States
40,4,10,4,12,1,4,0,0,0,44,0,United-States
35,4,4,2,6,0,4,1,0,0,40,0,Mexico
20,4,10,4,1,3,4,0,0,0,15,0,United-States
35,2,9,4,11,3,4,1,0,0,40,0,United-States
28,4,10,2,4,0,4,1,0,0,48,0,United-States
28,4,9,0,7,3,4,1,0,0,40,0,United-States
37,0,10,2,0,0,4,1,0,0,20,0,United-States
72,0,16,2,0,0,4,1,0,2392,6,1,United-States
25,5,12,4,12,1,4,1,0,0,60,0,United-States
37,4,9,0,1,4,4,0,0,0,40,0,United-States
19,0,10,4,0,3,4,0,0,0,45,0,United-States
31,4,11,0,12,3,4,0,0,0,38,0,United-States
41,4,9,4,1,2,4,0,0,0,40,0,United-States
31,4,6,2,13,0,4,1,0,0,40,1,United-States
44,4,9,2,3,0,4,1,0,0,40,0,United-States
20,4,10,4,4,1,2,1,0,0,47,0,United-States
57,6,10,2,5,0,4,1,0,0,50,0,United-States
26,4,9,0,8,1,4,0,0,0,12,0,United-States
44,5,9,2,4,0,4,1,5013,0,60,0,Greece
29,2,9,4,11,1,4,1,0,0,40,0,United-States
36,4,9,2,10,0,4,1,0,1977,40,1,United-States
40,4,11,2,3,0,4,1,0,0,40,1,United-States
21,4,12,4,8,1,2,1,0,0,35,0,Jamaica
21,4,10,4,3,1,4,1,0,0,70,0,United-States
34,6,15,5,10,4,4,1,0,0,48,1,United-States
24,4,13,4,4,3,4,0,0,0,15,0,United-States
28,4,6,0,8,1,4,0,0,0,40,0,United-States
35,4,9,5,14,3,4,1,0,0,50,0,United-States
35,4,9,0,3,1,4,1,0,0,40,0,United-States
38,7,13,4,4,1,4,0,0,0,40,0,United-States
44,1,9,0,1,4,2,0,0,0,40,0,United-States
39,4,13,2,6,5,4,0,0,0,40,1,Poland
57,2,9,0,8,1,4,0,0,0,40,0,United-States
19,4,10,4,12,3,4,0,0,0,40,0,United-States
29,4,11,2,7,0,4,1,0,0,48,0,United-States
23,4,9,4,7,2,2,1,0,0,40,0,United-States
50,4,9,6,8,4,4,0,0,0,40,0,United-States
51,6,10,2,3,0,4,1,0,0,20,0,United-States
28,4,11,0,3,1,0,1,0,0,40,0,United-States
44,4,13,2,12,0,4,1,0,0,60,0,United-States
29,6,13,4,10,1,2,1,0,0,40,0,United-States
31,4,9,0,14,1,4,1,0,0,45,0,United-States
27,4,13,2,3,0,4,1,0,0,45,1,United-States
34,4,13,2,4,0,4,1,0,0,45,0,United-States
50,5,15,2,10,0,1,1,7688,0,50,1,Philippines
27,4,10,2,6,0,4,1,0,0,40,1,United-States
31,4,11,4,1,4,2,0,0,0,40,0,United-States
46,4,12,2,3,0,4,1,0,0,40,1,United-States
39,4,10,4,1,3,1,0,0,0,40,0,United-States
40,4,13,2,12,0,4,1,0,0,55,1,United-States
28,4,7,0,12,3,4,1,0,0,40,0,United-States
18,4,9,4,12,3,4,0,0,0,40,0,United-States
51,4,9,0,1,1,4,0,0,0,40,0,United-States
58,5,9,0,12,1,4,1,0,0,50,0,United-States
66,4,9,2,12,0,4,1,0,0,40,0,United-States
36,6,9,2,8,5,1,0,0,0,20,0,South
38,4,7,0,6,1,4,0,0,0,60,0,United-States
25,4,12,4,4,3,4,1,0,0,40,0,United-States
25,4,9,4,8,4,4,0,0,0,22,0,United-States
90,4,7,4,6,3,4,1,0,0,40,0,United-States
41,2,10,0,1,4,4,0,0,0,40,0,United-States
34,0,9,4,0,4,2,0,0,0,40,0,United-States
33,4,13,0,10,4,4,0,914,0,40,0,Germany
33,4,9,4,1,1,4,0,0,0,40,0,United-States
35,4,13,2,4,0,4,1,0,1887,45,1,United-States
39,6,9,4,3,3,2,0,0,0,20,0,United-States
59,4,9,2,12,0,4,1,0,0,60,0,United-States
19,4,10,4,13,3,4,1,0,1719,16,0,United-States
39,4,9,2,12,0,4,1,4064,0,38,0,United-States
19,0,10,4,0,3,4,1,0,0,40,0,United-States
27,4,9,4,6,3,4,0,0,0,40,0,United-States
52,4,4,2,3,0,4,1,0,0,40,0,United-States
59,6,9,0,8,3,4,0,0,0,24,0,United-States
28,4,10,0,3,4,4,0,0,0,40,0,United-States
37,4,9,0,8,2,4,0,0,0,50,0,Peru
50,0,6,2,0,0,4,1,0,0,99,0,United-States
36,4,13,2,4,0,4,1,0,0,50,1,United-States
34,4,13,2,10,0,4,1,0,0,60,1,United-States
23,4,10,4,1,3,4,1,0,0,40,0,United-States
19,0,7,4,0,3,4,0,0,0,30,0,United-States
33,4,9,0,3,1,4,1,0,2258,84,0,United-States
27,2,14,4,10,3,4,1,0,0,52,0,United-States
31,2,14,2,10,0,4,1,0,0,40,0,United-States
21,4,6,2,7,0,4,1,0,0,36,0,United-States
31,4,9,2,4,0,4,1,0,0,54,0,United-States
59,4,9,2,6,0,4,1,0,0,40,1,United-States
40,2,14,2,10,0,4,1,0,1902,48,1,United-States
19,4,7,4,6,3,4,1,0,0,40,0,United-States
47,4,9,2,14,0,4,1,0,0,50,0,United-States
34,4,13,4,3,4,4,1,0,0,40,0,United-States
57,4,9,2,8,0,4,1,0,0,78,0,United-States
51,2,5,2,14,0,2,1,0,0,40,0,United-States
21,4,10,4,6,1,4,1,0,0,20,0,United-States
30,5,10,2,12,0,4,1,0,0,50,0,United-States
46,4,10,0,6,1,4,1,0,0,45,0,United-States
40,4,13,4,12,1,4,0,0,0,45,0,United-States
52,4,1,2,8,1,4,1,0,0,40,0,El-Salvador
23,4,13,4,12,1,1,1,0,0,50,0,Taiwan
90,0,13,6,0,2,4,0,991,0,10,0,United-States
25,4,9,4,1,1,4,0,0,0,50,0,United-States
43,4,10,0,14,1,4,1,0,0,45,0,United-States
38,7,10,0,11,4,0,0,0,0,40,1,United-States
22,4,11,4,8,1,4,0,0,0,30,0,United-States
33,2,13,4,1,1,4,0,1055,0,40,0,United-States
34,4,10,2,10,0,4,1,5178,0,40,1,United-States
65,4,11,2,14,0,4,1,0,0,20,0,United-States
50,4,9,4,13,3,4,1,0,0,15,0,United-States
29,4,13,4,12,1,4,1,6849,0,48,0,United-States
25,4,9,2,14,0,4,1,0,0,40,0,United-States
54,4,10,0,1,1,4,0,0,0,40,0,United-States
49,4,9,2,1,0,4,1,0,0,40,1,United-States
44,4,10,2,7,0,4,1,0,0,40,0,United-States
24,4,5,0,8,3,4,0,0,0,40,0,United-States
25,4,13,4,12,1,4,1,0,0,38,0,United-States
65,2,9,2,14,0,4,1,0,0,20,0,United-States
56,6,9,2,4,0,2,1,0,0,45,0,United-States
39,6,15,2,10,0,4,1,15024,0,60,1,United-States
23,4,13,4,10,3,4,0,0,0,40,0,United-States
20,4,10,4,8,1,4,0,0,0,20,0,United-States
24,4,3,4,3,4,4,1,0,0,40,0,El-Salvador
41,4,10,2,4,0,4,1,0,1887,50,1,United-States
40,5,10,2,5,0,4,1,0,0,50,0,United-States
55,4,9,2,3,0,4,1,0,0,50,1,United-States
38,4,9,0,1,4,4,0,0,0,48,0,United-States
23,4,9,4,1,4,2,0,0,0,40,0,United-States
44,4,13,2,4,0,4,1,0,0,50,0,United-States
45,4,10,2,3,0,4,1,0,1887,40,1,United-States
20,6,10,4,1,3,4,0,0,0,12,0,Germany
29,4,9,4,8,3,4,1,0,0,40,0,United-States
43,7,9,2,11,0,4,1,0,0,40,0,United-States
30,4,8,0,7,1,4,1,0,0,40,0,United-States
28,7,10,4,1,1,4,0,0,0,38,0,United-States
31,4,9,2,4,0,4,1,0,0,40,1,United-States
52,4,9,0,3,4,4,0,0,0,40,0,United-States
36,4,13,2,10,5,4,0,0,0,50,1,Iran
38,4,9,2,3,0,4,1,0,0,45,0,United-States
66,0,10,2,0,0,4,1,0,0,40,0,United-States
63,6,11,2,5,0,4,1,0,0,40,0,United-States
21,4,10,4,8,3,4,1,0,0,35,0,United-States
33,7,9,0,1,1,4,1,0,0,40,0,United-States
46,7,10,0,10,4,4,0,1506,0,50,0,United-States
20,0,10,4,0,3,4,1,0,0,20,0,United-States
47,5,13,4,12,1,4,1,3325,0,60,0,United-States
33,4,16,2,10,0,4,1,0,0,55,1,United-States
66,0,4,4,0,2,2,1,0,0,30,0,United-States
20,4,10,4,1,3,4,0,0,0,30,0,?
28,4,9,0,6,1,4,1,0,0,40,0,United-States
46,4,9,0,9,4,4,0,0,0,28,0,Ecuador
25,4,10,2,12,0,2,1,0,0,45,0,United-States
37,4,9,2,3,3,4,1,3137,0,40,0,United-States
31,6,5,2,3,0,4,1,0,0,60,0,United-States
49,4,9,2,3,0,4,1,0,0,40,0,United-States
22,7,10,3,13,4,4,1,0,0,20,0,United-States
52,4,11,2,8,5,4,0,0,0,20,1,United-States
29,4,12,2,4,5,4,0,0,0,50,0,United-States
18,4,7,4,8,3,4,0,0,0,20,0,United-States
31,2,10,2,4,0,4,1,0,0,35,0,United-States
23,4,10,4,8,1,1,0,0,0,35,0,Vietnam
27,0,11,2,0,5,0,0,0,0,40,1,United-States
54,6,6,2,12,0,4,1,0,0,65,0,United-States
50,2,9,0,8,4,4,0,0,0,49,0,Dominican-Republic
46,4,14,2,13,0,4,1,0,1902,40,1,?
24,4,13,4,5,3,4,0,0,0,40,0,United-States
17,0,7,4,0,3,4,0,0,0,18,0,United-States
49,5,9,5,8,1,4,1,0,0,45,0,United-States
54,2,9,2,3,0,4,1,0,0,40,1,United-States
41,4,13,2,4,0,4,1,0,1902,60,1,United-States
49,4,9,2,1,0,4,1,0,0,40,0,United-States
36,2,13,4,10,1,4,0,0,0,35,0,United-States
23,4,9,4,14,3,2,1,0,0,40,0,Haiti
63,4,10,6,8,1,4,0,0,0,40,0,United-States
67,4,9,2,12,0,4,1,0,0,40,1,Canada
23,4,9,4,3,1,4,1,0,0,40,0,United-States
22,4,13,4,10,3,4,1,0,0,40,0,United-States
66,4,11,2,1,0,4,1,0,0,30,0,United-States
25,4,7,2,3,0,4,1,0,0,50,0,United-States
30,4,10,0,7,4,4,0,0,0,20,0,United-States
35,4,9,2,14,0,4,1,2885,0,40,0,United-States
67,6,4,2,4,0,4,1,0,0,40,0,United-States
30,4,8,4,3,1,2,1,0,0,40,0,United-States
26,4,10,4,7,1,2,0,0,0,38,0,United-States
34,4,9,2,7,0,4,1,0,0,40,0,United-States
21,4,10,4,12,3,4,1,0,0,40,0,United-States
18,4,8,4,3,3,4,1,0,0,10,0,United-States
21,4,9,4,3,1,4,1,0,0,40,0,United-States
